toxin_type,binding_type,binding_affinity_nM,binding_site,toxin_id,antibody_id,data_source,toxin_type_encoded,binding_type_encoded,binding_site_encoded
Snake Venom Metalloproteinase,Conformational,-0.376338422654377,Multiple CDRs,Q90ZI3.1,P00740.2,real,4,1,14
Snake Venom Serine Protease,Linear,0.28052984303431766,Multiple CDRs,D8MIA1.1,NP_000602.1,real,5,2,14
Snake Venom Metalloproteinase,Mixed,-0.379870835718457,Multiple CDRs,V5TBK6.1,NP_001424713.1,real,4,3,14
Phospholipase A2,Mixed,-0.32816915359874066,Multiple CDRs,XCA51350.1,1CDR_A,real,3,3,14
Snake Venom Metalloproteinase,Mixed,-0.1879965806468388,CDR-H3,Q698K8.3,8SXP_L,real,4,3,2
Snake Venom Metalloproteinase,Conformational,-0.23231230817802426,CDR-H3,P17347.3,4V1D_D,real,4,1,2
Three-Finger Toxin,Specific,-0.1112468786181915,Loop I,SYN_TOX_3FTx_87,SYN_MAB_78_H,synthetic,6,4,12
Snake Venom Metalloproteinase,Mixed,-0.2753435218677261,CDR-H3,Q90ZI3.1,1CDQ_A,real,4,3,2
Three-Finger Toxin,Broad-spectrum,3.666829457645554,Multiple epitopes,SYN_TOX_3FTx_24,SYN_MAB_117_H,synthetic,6,0,15
Snake Venom Serine Protease,Conformational,-0.01940413895211151,Multiple CDRs,P0DJF6.1,6IOM_A,real,5,1,14
Snake Venom Serine Protease,Mixed,-0.037226768502696954,Multiple CDRs,P85109.1,P00740.2,real,5,3,14
Snake Venom Metalloproteinase,Conformational,0.13987557739185938,Multiple CDRs,F8S108.1,Q9HCN6.4,real,4,1,14
Phospholipase A2,Linear,-0.34053259932302066,Multiple CDRs,XCA51350.1,1CDS_A,real,3,2,14
Snake Venom Metalloproteinase,Mixed,-0.3655806192319515,Multiple CDRs,P0DM89.1,NP_001265042.1,real,4,3,14
Snake Venom Metalloproteinase,Conformational,-0.1778810341451552,CDR-H3,Q0NZX6.1,1CDQ_A,real,4,1,2
Snake Venom Metalloproteinase,Mixed,-0.38420606993346423,Multiple CDRs,Q0NZX6.1,9MIA_N,real,4,3,14
Disintegrin,Linear,-0.017477368189886038,CDR-H3,P34182.1,9CLP_L,real,1,2,2
Snake Venom Serine Protease,Mixed,-0.20678259557853698,CDR-H3,P0CJ41.1,6IOM_B,real,5,3,2
Snake Venom Serine Protease,Conformational,-0.3411748562437624,Multiple CDRs,Q8UUJ2.2,4V1D_E,real,5,1,14
Snake Venom Serine Protease,Conformational,-0.26314064037363155,Multiple CDRs,P84788.1,Q9HCN6.4,real,5,1,14
Snake Venom Serine Protease,Linear,-0.33796357164005336,Multiple CDRs,C0HK19.1,P00740.2,real,5,2,14
Snake Venom Metalloproteinase,Linear,-0.34261993431543153,CDR-H3,Q9PW36.1,NP_001265042.1,real,4,2,2
Cysteine-Rich Secretory Protein,Conformational,-0.3382847001004243,Multiple CDRs,XP_032069584.1,6ION_A,real,0,1,14
Snake Venom Serine Protease,Linear,-0.2889914814334897,Multiple CDRs,Q8UUJ1.2,1CDS_A,real,5,2,14
Snake Venom Metalloproteinase,Conformational,0.627509144465085,CDR-H3,P0DM87.1,1CDS_A,real,4,1,2
Snake Venom Metalloproteinase,Mixed,-0.3838849414730934,CDR-H3,C0HM67.1,NP_001265042.1,real,4,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.35369886619822793,CDR-H3,XP_013911763.1,9CLP_C,real,0,1,2
Snake Venom Serine Protease,Mixed,-0.11397647053134426,Multiple CDRs,E5L0E3.1,1CDQ_A,real,5,3,14
Snake Venom Metalloproteinase,Conformational,-0.422259792487417,Multiple CDRs,P0DM89.1,9MI0_N,real,4,1,14
Three-Finger Toxin,Specific,-0.10000738250520969,Loop II,SYN_TOX_3FTx_94,SYN_MAB_76_H,synthetic,6,4,13
Phospholipase A2,Linear,-0.09695666213168604,CDR-H3,XCA51353.1,4V1D_A,real,3,2,2
Snake Venom Metalloproteinase,Conformational,-0.36156651347731517,Multiple CDRs,F8RKW0.1,NP_001265043.1,real,4,1,14
Disintegrin,Mixed,-0.40154700679349337,CDR-H3,AAB22477.1,9MI0_K,real,1,3,2
Disintegrin,Linear,-0.4018681352538643,CDR-H3,AAB30855.1,4V1D_E,real,1,2,2
Phospholipase A2,Specific,-0.28305060491662787,Hydrophobic Channel,SYN_TOX_PLA2_29,SYN_MAB_122_H,synthetic,3,4,9
Snake Venom Serine Protease,Mixed,-0.017316803959700616,CDR-H3,A8QL57.1,9CLP_L,real,5,3,2
Disintegrin,Mixed,0.6771234915923905,Multiple CDRs,ABD34835.1,6IOM_B,real,1,3,14
Snake Venom Serine Protease,Conformational,-0.38083422109956977,CDR-H3,P0CJ41.1,1CDR_A,real,5,1,2
Snake Venom Metalloproteinase,Mixed,-0.37232431689974066,Multiple CDRs,A8QL59.1,NP_001265043.1,real,4,3,14
Disintegrin,Broad-spectrum,4.71049695385101,Multiple epitopes,SYN_TOX_DIS_118,SYN_MAB_91_H,synthetic,1,0,15
Disintegrin,Specific,-0.12890894393859154,RGD Motif,SYN_TOX_DIS_125,SYN_MAB_23_H,synthetic,1,4,17
Snake Venom Serine Protease,Linear,0.03518769931094308,Multiple CDRs,NP_001310176.1,6ION_A,real,5,2,14
Snake Venom Serine Protease,Conformational,-0.19987833368056243,CDR-H3,Q9PT51.1,1CDS_A,real,5,1,2
Cysteine-Rich Secretory Protein,Mixed,-0.41856681519315153,CDR-H3,AAL54918.1,9MIB_R,real,0,3,2
Snake Venom Serine Protease,Specific,0.06216248998209944,Catalytic Triad,SYN_TOX_SVSP_74,SYN_MAB_58_H,synthetic,5,4,5
Cysteine-Rich Secretory Protein,Linear,-0.1476949588702897,Multiple CDRs,XP_026568634.1,9CLP_C,real,0,2,14
Disintegrin,Mixed,-0.35947917848490424,CDR-H3,AAB30855.1,9MI0_R,real,1,3,2
Cysteine-Rich Secretory Protein,Broad-spectrum,3.4677298122155906,Multiple epitopes,SYN_TOX_CRISP_49,SYN_MAB_18_H,synthetic,0,0,15
Kunitz-type Serine Protease Inhibitor,Conformational,0.18916879605879394,CDR-H3,AEI52542.1,1CDR_A,real,2,1,2
Snake Venom Serine Protease,Mixed,-0.394000487974777,CDR-H3,E0Y421.1,1CDS_A,real,5,3,2
Snake Venom Serine Protease,Conformational,-0.2905971237353442,CDR-H3,A7LAC7.1,P13987.1,real,5,1,2
Snake Venom Serine Protease,Mixed,-0.40283152063497696,Multiple CDRs,NP_001310176.1,4V1D_E,real,5,3,14
Snake Venom Metalloproteinase,Mixed,-0.0995256898146533,CDR-H3,P0C6R9.2,1CDS_A,real,4,3,2
Snake Venom Serine Protease,Conformational,-0.1545992207682642,Multiple CDRs,P85109.1,9CLP_L,real,5,1,14
Snake Venom Serine Protease,Mixed,0.05766669153690669,Multiple CDRs,P0CG03.1,9MI0_P,real,5,3,14
Disintegrin,Specific,-0.233275693559137,C-terminal Region,SYN_TOX_DIS_167,SYN_MAB_3_H,synthetic,1,4,0
Disintegrin,Specific,0.05252863617097214,C-terminal Region,SYN_TOX_DIS_153,SYN_MAB_6_H,synthetic,1,4,0
Snake Venom Metalloproteinase,Linear,-0.3063324182935188,Multiple CDRs,J3S829.1,4V1D_B,real,4,2,14
Cysteine-Rich Secretory Protein,Linear,-0.3212648917007661,Multiple CDRs,KAG8124478.1,6ION_A,real,0,2,14
Phospholipase A2,Mixed,-0.39159202452199515,CDR-H3,AAB24834.1,4V1D_A,real,3,3,2
Cysteine-Rich Secretory Protein,Linear,-0.32576069014595876,Multiple CDRs,AAL54896.1,6ION_A,real,0,2,14
Snake Venom Serine Protease,Conformational,-0.31821417132724245,CDR-H3,A7LAC7.1,9CU6_E,real,5,1,2
Snake Venom Metalloproteinase,Broad-spectrum,6.075292910427374,Multiple epitopes,SYN_TOX_SVMP_114,SYN_MAB_139_H,synthetic,4,0,15
Snake Venom Serine Protease,Broad-spectrum,0.16974052420635394,Multiple epitopes,SYN_TOX_SVSP_109,SYN_MAB_61_H,synthetic,5,0,15
Phospholipase A2,Broad-spectrum,0.14886717428224489,Multiple epitopes,SYN_TOX_PLA2_8,SYN_MAB_86_H,synthetic,3,0,15
Phospholipase A2,Broad-spectrum,1.9102567794166811,Multiple epitopes,SYN_TOX_PLA2_141,SYN_MAB_119_H,synthetic,3,0,15
Disintegrin,Mixed,-0.3659017476923224,CDR-H3,P34182.1,NP_001265043.1,real,1,3,2
Cysteine-Rich Secretory Protein,Linear,-0.1889599660279515,Multiple CDRs,CAP74089.1,1CDR_A,real,0,2,14
Kunitz-type Serine Protease Inhibitor,Specific,-0.07592274797739151,Inhibitory Loop,SYN_TOX_KSPI_82,SYN_MAB_96_H,synthetic,2,4,10
Cysteine-Rich Secretory Protein,Conformational,-0.3935187952842206,CDR-H3,XP_026568633.1,1CDS_A,real,0,1,2
Phospholipase A2,Mixed,-0.355143944269897,CDR-H3,AAB33759.1,8SXP_H,real,3,3,2
Cysteine-Rich Secretory Protein,Mixed,-0.07046356415108605,CDR-H3,AAP20603.1,9MI0_R,real,0,3,2
Cysteine-Rich Secretory Protein,Linear,-0.4118231175253625,CDR-H3,XP_039204466.1,9MIB_R,real,0,2,2
Snake Venom Serine Protease,Linear,-0.40764844754054064,Multiple CDRs,A0A1I9KNP0.1,4V1D_D,real,5,2,14
Snake Venom Serine Protease,Mixed,0.06424982497451033,Multiple CDRs,Q9I8X1.2,Q9HCN6.4,real,5,3,14
Three-Finger Toxin,Specific,-0.27020546650179156,Loop II,SYN_TOX_3FTx_45,SYN_MAB_84_H,synthetic,6,4,13
Snake Venom Metalloproteinase,Conformational,-0.28850978874293337,CDR-H3,J9Z332.1,8TO9_B,real,4,1,2
Cysteine-Rich Secretory Protein,Linear,0.09074292295511037,CDR-H3,XP_026568633.1,9CLP_C,real,0,2,2
Snake Venom Serine Protease,Mixed,-0.39303710259366426,CDR-H3,Q8UUJ2.2,1CDR_A,real,5,3,2
Snake Venom Metalloproteinase,Linear,0.024911588579073975,Multiple CDRs,P14530.3,P00740.2,real,4,2,14
Snake Venom Metalloproteinase,Linear,-0.3785863218769734,Multiple CDRs,J3SBP9.1,4V1D_B,real,4,2,14
Snake Venom Serine Protease,Linear,-0.4036343417859043,CDR-H3,F8S114.1,Q9HCN6.4,real,5,2,2
Disintegrin,Linear,-0.37216375266955515,Multiple CDRs,AAB22478.1,4V1D_A,real,1,2,14
Snake Venom Serine Protease,Mixed,-0.19152899371091878,CDR-H3,E0Y421.1,1CDQ_A,real,5,3,2
Disintegrin,Broad-spectrum,5.1472316599554455,Multiple epitopes,SYN_TOX_DIS_13,SYN_MAB_91_H,synthetic,1,0,15
Snake Venom Serine Protease,Broad-spectrum,2.0435250904706086,Multiple epitopes,SYN_TOX_SVSP_116,SYN_MAB_119_H,synthetic,5,0,15
Snake Venom Serine Protease,Linear,-0.38581171223531885,CDR-H3,P85109.1,9CLP_C,real,5,2,2
Kunitz-type Serine Protease Inhibitor,Mixed,-0.2027684898239006,Multiple CDRs,AEI52542.1,9CLP_C,real,2,3,14
Snake Venom Serine Protease,Linear,-0.379870835718457,CDR-H3,P0DJ86.1,4V1D_D,real,5,2,2
Cysteine-Rich Secretory Protein,Mixed,-0.3729665738204824,CDR-H3,XP_026547764.1,9MI0_P,real,0,3,2
Phospholipase A2,Mixed,-0.3247973047648461,Multiple CDRs,AAB20783.1,4V1D_E,real,3,3,14
Disintegrin,Conformational,-0.3484002466021079,Multiple CDRs,ABD34834.1,P00740.2,real,1,1,14
Snake Venom Metalloproteinase,Conformational,0.011103064783124892,Multiple CDRs,F8S108.1,1CDR_A,real,4,1,14
Phospholipase A2,Conformational,-0.2514194515700933,CDR-H3,XCA51213.1,4V1D_D,real,3,1,2
Snake Venom Serine Protease,Conformational,0.08544430335899028,Multiple CDRs,NP_001310176.1,NP_000602.1,real,5,1,14
Snake Venom Serine Protease,Linear,-0.2730956226451297,CDR-H3,O93421.2,9CLP_L,real,5,2,2
Snake Venom Metalloproteinase,Mixed,-0.12136242511987512,CDR-H3,A8QL59.1,P13987.1,real,4,3,2
Snake Venom Serine Protease,Conformational,-0.3925554099031079,CDR-H3,D8MIA2.1,1CDQ_A,real,5,1,2
Snake Venom Metalloproteinase,Conformational,-0.2504560661889806,Multiple CDRs,Q2EI26.1,9CLP_C,real,4,1,14
Snake Venom Serine Protease,Conformational,-0.16086122574549697,CDR-H3,E0Y421.1,6IOM_B,real,5,1,2
Snake Venom Metalloproteinase,Linear,-0.3085803175161152,CDR-H3,P0DM89.1,1CDR_A,real,4,2,2
Cysteine-Rich Secretory Protein,Conformational,0.37831345921725945,CDR-H3,XP_032069593.1,P00740.2,real,0,1,2
Snake Venom Metalloproteinase,Conformational,-0.29123938065608607,Multiple CDRs,P14530.3,4V1D_B,real,4,1,14
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,4.787567784340027,Multiple epitopes,SYN_TOX_KSPI_96,SYN_MAB_17_H,synthetic,2,0,15
Snake Venom Metalloproteinase,Conformational,-0.41246537444610426,Multiple CDRs,P17347.3,8SXP_H,real,4,1,14
Snake Venom Metalloproteinase,Broad-spectrum,2.1687651900152636,Multiple epitopes,SYN_TOX_SVMP_16,SYN_MAB_134_H,synthetic,4,0,15
Phospholipase A2,Broad-spectrum,0.025232717039444876,Multiple epitopes,SYN_TOX_PLA2_162,SYN_MAB_18_H,synthetic,3,0,15
Snake Venom Metalloproteinase,Conformational,-0.424025999019457,CDR-H3,P14530.3,4V1D_E,real,4,1,2
Snake Venom Metalloproteinase,Mixed,0.03486657085057212,CDR-H3,Q90ZI3.1,NP_000602.1,real,4,3,2
Snake Venom Metalloproteinase,Broad-spectrum,4.021676406355409,Multiple epitopes,SYN_TOX_SVMP_86,SYN_MAB_98_H,synthetic,4,0,15
Snake Venom Serine Protease,Linear,-0.41358932405740245,CDR-H3,Q072L6.1,6ION_A,real,5,2,2
Snake Venom Metalloproteinase,Conformational,-0.3999413644916388,Multiple CDRs,C0L2T8.1,P13987.1,real,4,1,14
Disintegrin,Conformational,-0.2571997638567697,Multiple CDRs,ABD34835.1,4V1D_A,real,1,1,14
Phospholipase A2,Conformational,-0.2936478441088679,Multiple CDRs,XCA51265.1,1CDR_A,real,3,1,14
Snake Venom Serine Protease,Linear,-0.2710082876527188,CDR-H3,P0CJ41.1,9MI0_P,real,5,2,2
Snake Venom Serine Protease,Conformational,-0.19730930599759516,CDR-H3,E5L0E3.1,1CDS_A,real,5,1,2
Disintegrin,Conformational,-0.356910150801937,CDR-H3,A43020,6IOM_A,real,1,1,2
Snake Venom Metalloproteinase,Linear,-0.3771412438053042,Multiple CDRs,J9Z332.1,NP_001424713.1,real,4,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.2533462223323188,Multiple CDRs,XP_034288380.1,9MIA_R,real,0,1,14
Snake Venom Metalloproteinase,Linear,1.1621880309826487,CDR-H3,J9Z332.1,4V1D_B,real,4,2,2
Snake Venom Serine Protease,Mixed,-0.3700764176771443,Multiple CDRs,P18965.2,P13987.1,real,5,3,14
Snake Venom Metalloproteinase,Conformational,0.12092899822997576,Multiple CDRs,F8S108.1,9B7V_H,real,4,1,14
Phospholipase A2,Conformational,0.20233506293400122,CDR-H3,AAB28455.1,4V1D_E,real,3,1,2
Snake Venom Serine Protease,Linear,-0.36831021114510426,Multiple CDRs,D8MIA0.1,1CDR_A,real,5,2,14
Cysteine-Rich Secretory Protein,Linear,0.0453032458126267,Multiple CDRs,XP_034288378.1,9CLP_H,real,0,2,14
Snake Venom Metalloproteinase,Conformational,-0.3063324182935188,Multiple CDRs,U3KRG1.1,NP_001424713.1,real,4,1,14
Snake Venom Serine Protease,Conformational,-0.2204305551443006,Multiple CDRs,Q2PQJ3.1,8SXP_H,real,5,1,14
Snake Venom Serine Protease,Conformational,0.12911777396943402,Multiple CDRs,D8MIA0.1,1CDS_A,real,5,1,14
Cysteine-Rich Secretory Protein,Conformational,-0.3895046895295843,Multiple CDRs,XP_032069584.1,9CU6_J,real,0,1,14
Snake Venom Metalloproteinase,Linear,-0.3960878229671879,Multiple CDRs,P0C7A9.1,NP_001265042.1,real,4,2,14
Snake Venom Metalloproteinase,Linear,-0.3543411231189697,Multiple CDRs,C0HJU2.1,6IOM_B,real,4,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.29429010102960973,Multiple CDRs,XP_015678374.1,1CDS_A,real,0,1,14
Snake Venom Serine Protease,Conformational,-0.16856830879439877,CDR-H3,D8MIA0.1,NP_000602.1,real,5,1,2
Snake Venom Serine Protease,Mixed,-0.19345576447314425,Multiple CDRs,P0DJF6.1,6ION_A,real,5,3,14
Snake Venom Metalloproteinase,Mixed,-0.4208147144157479,CDR-H3,A8QL49.1,NP_001265043.1,real,4,3,2
Cysteine-Rich Secretory Protein,Broad-spectrum,0.4619674231438813,Multiple epitopes,SYN_TOX_CRISP_49,SYN_MAB_28_H,synthetic,0,0,15
Phospholipase A2,Linear,-0.3752144730430788,Multiple CDRs,XCA51265.1,9MI0_H,real,3,2,14
Cysteine-Rich Secretory Protein,Linear,-0.3239944836139188,Multiple CDRs,KAG8124481.1,4V1D_D,real,0,2,14
Phospholipase A2,Conformational,-0.13195966431211512,Multiple CDRs,AAB26654.1,1CDQ_A,real,3,1,14
Snake Venom Metalloproteinase,Mixed,-0.39528500181626064,CDR-H3,P84035.1,9MI0_R,real,4,3,2
Snake Venom Metalloproteinase,Linear,-0.20967275172187516,CDR-H3,U3KRG1.1,9CU6_F,real,4,2,2
Disintegrin,Conformational,-0.36076369232638794,Multiple CDRs,AAB30855.1,NP_001455.3,real,1,1,14
Cysteine-Rich Secretory Protein,Conformational,-0.39721177257848606,CDR-H3,XP_026568634.1,6IOM_B,real,0,1,2
Disintegrin,Broad-spectrum,0.40737558488082676,Multiple epitopes,SYN_TOX_DIS_139,SYN_MAB_98_H,synthetic,1,0,15
Snake Venom Serine Protease,Conformational,-0.3760172941940061,CDR-H3,P81824.2,4V1D_E,real,5,1,2
Cysteine-Rich Secretory Protein,Specific,-0.23488133586099152,Ion Channel Binding Region,SYN_TOX_CRISP_28,SYN_MAB_48_H,synthetic,0,4,11
Snake Venom Serine Protease,Mixed,-0.3219071486215079,Multiple CDRs,P18965.2,4V1D_D,real,5,3,14
Snake Venom Serine Protease,Conformational,-0.3262423828365152,Multiple CDRs,E0Y420.1,9MIA_K,real,5,1,14
Snake Venom Serine Protease,Mixed,1.631356711584547,CDR-H3,P0DJ86.1,9CLP_L,real,5,3,2
Three-Finger Toxin,Specific,-0.3151634509537188,Loop II,SYN_TOX_3FTx_45,SYN_MAB_59_H,synthetic,6,4,13
Cysteine-Rich Secretory Protein,Linear,-0.34647347583988247,CDR-H3,KAG8124480.1,8TO9_J,real,0,2,2
Snake Venom Metalloproteinase,Conformational,0.028444001643153957,Multiple CDRs,P82942.1,8SXP_H,real,4,1,14
Snake Venom Metalloproteinase,Linear,-0.27389844379605693,Multiple CDRs,Q90ZI3.1,6IOM_A,real,4,2,14
Disintegrin,Linear,-0.3349128512665297,CDR-H3,AAB30855.1,8SXP_H,real,1,2,2
Snake Venom Serine Protease,Linear,-0.1536358353871515,Multiple CDRs,E5L0E6.1,4V1D_D,real,5,2,14
Snake Venom Serine Protease,Broad-spectrum,3.633110969306609,Multiple epitopes,SYN_TOX_SVSP_53,SYN_MAB_98_H,synthetic,5,0,15
Snake Venom Serine Protease,Linear,-0.08860732216204241,CDR-H3,P0C5B4.2,6ION_A,real,5,2,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,4.668750254002791,Multiple epitopes,SYN_TOX_KSPI_145,SYN_MAB_117_H,synthetic,2,0,15
Snake Venom Serine Protease,Broad-spectrum,6.932705899617701,Multiple epitopes,SYN_TOX_SVSP_151,SYN_MAB_33_H,synthetic,5,0,15
Snake Venom Metalloproteinase,Mixed,-0.3203015063196533,Multiple CDRs,U5PZ28.1,9CU5_K,real,4,3,14
Snake Venom Serine Protease,Conformational,-0.06628889416626421,CDR-H3,P18965.2,4V1D_B,real,5,1,2
Snake Venom Metalloproteinase,Mixed,-0.265067411135857,Multiple CDRs,J3SDW8.1,9CLP_C,real,4,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.4196907648044497,CDR-H3,KAG8124481.1,9MI0_R,real,0,3,2
Snake Venom Metalloproteinase,Mixed,-0.3329860805043042,CDR-H3,Q698K8.3,4V1D_E,real,4,3,2
Snake Venom Serine Protease,Conformational,-0.34053259932302066,Multiple CDRs,E0Y419.1,9MIB_P,real,5,1,14
Cysteine-Rich Secretory Protein,Linear,-0.39287653836347886,CDR-H3,XP_034288380.1,P00740.2,real,0,2,2
Phospholipase A2,Linear,-0.35996087117546066,CDR-H3,AAB36471.1,8SXP_L,real,3,2,2
Snake Venom Serine Protease,Mixed,-0.2987858994748025,CDR-H3,P0DL27.1,1CDS_A,real,5,3,2
Snake Venom Serine Protease,Specific,-0.286261889520337,Exosite,SYN_TOX_SVSP_53,SYN_MAB_116_H,synthetic,5,4,8
Snake Venom Serine Protease,Broad-spectrum,5.8296296382436275,Multiple epitopes,SYN_TOX_SVSP_123,SYN_MAB_40_H,synthetic,5,0,15
Phospholipase A2,Mixed,-0.3395692139419079,Multiple CDRs,AAB26654.1,9CLP_H,real,3,3,14
Snake Venom Serine Protease,Mixed,-0.3999413644916388,CDR-H3,Q27J47.1,9MIH_L,real,5,3,2
Disintegrin,Mixed,-0.29589574333146423,Multiple CDRs,AAB22477.1,P13987.1,real,1,3,14
Cysteine-Rich Secretory Protein,Linear,-0.31114934519908244,Multiple CDRs,ATU85541.1,1CDS_A,real,0,2,14
Snake Venom Metalloproteinase,Mixed,-0.420493585955377,CDR-H3,U5PZ28.1,9CLP_L,real,4,3,2
Snake Venom Metalloproteinase,Linear,-0.22829820242338789,CDR-H3,F8RKW0.1,4V1D_B,real,4,2,2
Snake Venom Serine Protease,Linear,-0.30569016137277705,Multiple CDRs,Q9I8X1.2,1CDS_A,real,5,2,14
Three-Finger Toxin,Specific,0.01720450553017215,Loop I,SYN_TOX_3FTx_45,SYN_MAB_68_H,synthetic,6,4,12
Disintegrin,Specific,-0.20758541672946423,RGD Motif,SYN_TOX_DIS_97,SYN_MAB_23_H,synthetic,1,4,17
Phospholipase A2,Mixed,-0.3557862011906388,Multiple CDRs,AAB20783.1,9MIB_H,real,3,3,14
Snake Venom Metalloproteinase,Linear,-0.35980030694527515,Multiple CDRs,A8QL49.1,Q9HCN6.4,real,4,2,14
Snake Venom Metalloproteinase,Conformational,-0.31066765250852607,Multiple CDRs,P0DL29.1,9MII_L,real,4,1,14
Cysteine-Rich Secretory Protein,Linear,-0.3903075106805115,CDR-H3,BAP39923.1,9CLP_C,real,0,2,2
Cysteine-Rich Secretory Protein,Linear,-0.3790680145675297,Multiple CDRs,XP_026568633.1,4V1D_B,real,0,2,14
Cysteine-Rich Secretory Protein,Specific,-0.15138793616455515,Ion Channel Binding Region,SYN_TOX_CRISP_119,SYN_MAB_4_H,synthetic,0,4,11
Cysteine-Rich Secretory Protein,Linear,-0.35257491658692974,CDR-H3,6IMF_A,9CLP_L,real,0,2,2
Snake Venom Metalloproteinase,Mixed,-0.24724478158527152,Multiple CDRs,Q5XUW8.1,P13987.1,real,4,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.1794866764470097,CDR-H3,CAP74089.1,8SXP_L,real,0,3,2
Snake Venom Metalloproteinase,Conformational,-0.35642845811138063,Multiple CDRs,Q90ZI3.1,Q9HCN6.4,real,4,1,14
Phospholipase A2,Mixed,0.09604154255123035,Multiple CDRs,AAB33760.1,9MIH_L,real,3,3,14
Snake Venom Serine Protease,Conformational,-0.36349328423954064,CDR-H3,D8MIA1.1,P00740.2,real,5,1,2
Cysteine-Rich Secretory Protein,Linear,-0.31741135017631517,CDR-H3,XP_026547749.1,1CDR_A,real,0,2,2
Snake Venom Serine Protease,Conformational,-0.37682011534493337,CDR-H3,Q5MCS0.1,P13987.1,real,5,1,2
Snake Venom Serine Protease,Linear,-0.3764989868845624,CDR-H3,E0Y420.1,NP_000602.1,real,5,2,2
Snake Venom Metalloproteinase,Linear,-0.363974976930097,Multiple CDRs,J3S830.1,Q9HCN6.4,real,4,2,14
Snake Venom Metalloproteinase,Conformational,-0.404597727167017,Multiple CDRs,Q9W7S2.1,9CLP_C,real,4,1,14
Cysteine-Rich Secretory Protein,Mixed,-0.21786152746133333,Multiple CDRs,KAG8124483.1,9MI0_K,real,0,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.4078090117707261,Multiple CDRs,BAP39957.1,1CDQ_A,real,0,3,14
Snake Venom Serine Protease,Linear,-0.26281951191326064,CDR-H3,A8QL57.1,4V1D_E,real,5,2,2
Phospholipase A2,Mixed,-0.293326715648497,CDR-H3,AAB33760.1,P13987.1,real,3,3,2
Snake Venom Serine Protease,Mixed,-0.08427208794703514,Multiple CDRs,D8MIA0.1,8SXP_H,real,5,3,14
Snake Venom Serine Protease,Linear,-0.013784390895620576,CDR-H3,Q5MCS0.1,1CDR_A,real,5,2,2
Disintegrin,Linear,-0.2798393203129188,CDR-H3,A43020,P00740.2,real,1,2,2
Cysteine-Rich Secretory Protein,Conformational,0.04690888811448121,CDR-H3,XP_058038736.1,8SXP_H,real,0,1,2
Cysteine-Rich Secretory Protein,Mixed,-0.11670606244449695,CDR-H3,XP_013911769.1,4V1D_E,real,0,3,2
Cysteine-Rich Secretory Protein,Mixed,-0.3687919038356607,CDR-H3,6IMF_A,9CLP_C,real,0,3,2
Snake Venom Metalloproteinase,Linear,-0.2976619498635043,Multiple CDRs,Q9PW36.1,1CDQ_A,real,4,2,14
Phospholipase A2,Conformational,-0.37441165189215153,Multiple CDRs,AAB28455.1,NP_000602.1,real,3,1,14
Snake Venom Metalloproteinase,Specific,-0.233275693559137,Substrate Recognition Site,SYN_TOX_SVMP_128,SYN_MAB_35_H,synthetic,4,4,20
Disintegrin,Linear,-0.02614783661990057,Multiple CDRs,AAB22478.1,NP_001265043.1,real,1,2,14
Snake Venom Serine Protease,Linear,-0.288028096052377,Multiple CDRs,Q9YGJ9.1,8SXP_H,real,5,2,14
Snake Venom Metalloproteinase,Conformational,-0.35996087117546066,CDR-H3,J3S830.1,NP_001424713.1,real,4,1,2
Snake Venom Metalloproteinase,Conformational,-0.039153539264922425,CDR-H3,J9Z332.1,8SXP_H,real,4,1,2
Phospholipase A2,Linear,0.24970151083871037,CDR-H3,AAB26654.1,4V1D_A,real,3,2,2
Disintegrin,Mixed,-0.4060428052386861,Multiple CDRs,AAB22478.1,4V1D_B,real,1,3,14
Snake Venom Serine Protease,Mixed,-0.38292155609198064,Multiple CDRs,B5U6Y3.1,8U9Y_E,real,5,3,14
Snake Venom Metalloproteinase,Linear,-0.24210672621933696,Multiple CDRs,C0L2T8.1,9MIB_H,real,4,2,14
Snake Venom Serine Protease,Mixed,-0.3997808002614534,Multiple CDRs,E0Y419.1,9CU6_K,real,5,3,14
Snake Venom Serine Protease,Conformational,-0.08700167986018789,Multiple CDRs,P84788.1,9MIA_H,real,5,1,14
Disintegrin,Specific,-0.1883177091072097,C-terminal Region,SYN_TOX_DIS_125,SYN_MAB_137_H,synthetic,1,4,0
Cysteine-Rich Secretory Protein,Conformational,-0.3345917228061588,Multiple CDRs,XP_058038736.1,NP_000602.1,real,0,1,14
Snake Venom Metalloproteinase,Conformational,-0.30344226215018066,Multiple CDRs,F8RKV9.1,9MIB_N,real,4,1,14
Snake Venom Serine Protease,Linear,-0.24596026774378787,Multiple CDRs,Q9PT51.1,9CLP_H,real,5,2,14
Snake Venom Serine Protease,Conformational,-0.38677509761643153,CDR-H3,P81824.2,6ION_A,real,5,1,2
Three-Finger Toxin,Specific,-0.10642995171262785,Central Core,SYN_TOX_3FTx_150,SYN_MAB_37_H,synthetic,6,4,6
