toxin_type,binding_type,binding_affinity_nM,binding_site,toxin_id,antibody_id,data_source
Disintegrin,Specific,15.5,C-terminal Region,SYN_TOX_DIS_125,SYN_MAB_137_H,synthetic
Cysteine-Rich Secretory Protein,Conformational,6.39,Multiple CDRs,XP_058038736.1,NP_000602.1,real
Snake Venom Metalloproteinase,Conformational,8.33,Multiple CDRs,F8RKV9.1,9MIB_N,real
Snake Venom Serine Protease,Linear,11.91,Multiple CDRs,Q9PT51.1,9CLP_H,real
Snake Venom Serine Protease,Conformational,3.14,CDR-H3,P81824.2,6ION_A,real
Three-Finger Toxin,Specific,20.6,Central Core,SYN_TOX_3FTx_150,SYN_MAB_37_H,synthetic
Snake Venom Metalloproteinase,Mixed,38.16,CDR-H3,Q9W7S2.1,Q9HCN6.4,real
Snake Venom Serine Protease,Linear,15.63,CDR-H3,A8QL56.1,9MIA_H,real
Cysteine-Rich Secretory Protein,Conformational,2.63,CDR-H3,XP_070812689.1,9CU6_F,real
Snake Venom Serine Protease,Mixed,4.32,Multiple CDRs,P0C5B4.2,Q9HCN6.4,real
Snake Venom Serine Protease,Mixed,10.32,Multiple CDRs,Q072L6.1,4V1D_B,real
Snake Venom Metalloproteinase,Conformational,3.72,CDR-H3,Q9PW36.1,1CDS_A,real
Snake Venom Serine Protease,Conformational,23.23,Multiple CDRs,P18965.2,1CDQ_A,real
Three-Finger Toxin,Specific,6.1,Loop I,SYN_TOX_3FTx_66,SYN_MAB_78_H,synthetic
Snake Venom Serine Protease,Mixed,24.62,CDR-H3,Q8UUJ2.2,9CLP_C,real
Cysteine-Rich Secretory Protein,Linear,11.13,Multiple CDRs,XP_034288380.1,P13987.1,real
Disintegrin,Specific,29.7,C-terminal Region,SYN_TOX_DIS_139,SYN_MAB_6_H,synthetic
Snake Venom Serine Protease,Conformational,4.26,Multiple CDRs,F8S114.1,1CDS_A,real
Cysteine-Rich Secretory Protein,Mixed,6.91,Multiple CDRs,AAL54918.1,6IOM_A,real
Snake Venom Metalloproteinase,Conformational,6.78,Multiple CDRs,A8QL59.1,8SXP_H,real
Snake Venom Serine Protease,Conformational,27.84,CDR-H3,E0Y420.1,1CDR_A,real
Snake Venom Serine Protease,Mixed,13.3,CDR-H3,Q5MCS0.1,9CLP_L,real
Phospholipase A2,Conformational,5.95,CDR-H3,XCA51249.1,4V1D_E,real
Cysteine-Rich Secretory Protein,Conformational,2.14,CDR-H3,XP_039204466.1,9CLP_L,real
Snake Venom Metalloproteinase,Conformational,10.51,Multiple CDRs,P0C6R9.2,8SXP_H,real
Cysteine-Rich Secretory Protein,Conformational,3.94,CDR-H3,CAP74088.1,1CDR_A,real
Snake Venom Serine Protease,Conformational,35.37,CDR-H3,P81824.2,9CLP_L,real
Snake Venom Serine Protease,Linear,6.23,CDR-H3,Q072L6.1,NP_000602.1,real
Snake Venom Serine Protease,Conformational,6.24,Multiple CDRs,B0FXM2.1,9CLP_H,real
Snake Venom Metalloproteinase,Conformational,21.73,Multiple CDRs,C0HJU2.1,4V1D_E,real
Disintegrin,Conformational,17.24,Multiple CDRs,AAB22477.1,9MIA_P,real
Snake Venom Serine Protease,Linear,5.58,Multiple CDRs,P84788.1,6IOM_B,real
Snake Venom Metalloproteinase,Conformational,5.81,Multiple CDRs,P82942.1,4V1D_E,real
Kunitz-type Serine Protease Inhibitor,Conformational,3.42,Multiple CDRs,AEI52542.1,NP_000602.1,real
Cysteine-Rich Secretory Protein,Mixed,4.85,Multiple CDRs,KAG8124480.1,Q9HCN6.4,real
Snake Venom Serine Protease,Mixed,1.27,Multiple CDRs,A7LAC7.1,NP_000602.1,real
Cysteine-Rich Secretory Protein,Conformational,12.85,Multiple CDRs,XP_026546646.1,1CDQ_A,real
Snake Venom Metalloproteinase,Conformational,2.91,Multiple CDRs,V5TBK6.1,Q9HCN6.4,real
Snake Venom Metalloproteinase,Conformational,2.97,CDR-H3,O57413.1,NP_001455.3,real
Snake Venom Serine Protease,Linear,4.65,CDR-H3,A8QL53.1,P13987.1,real
Three-Finger Toxin,Specific,3.3,Loop I,SYN_TOX_3FTx_178,SYN_MAB_95_H,synthetic
Phospholipase A2,Conformational,4.08,CDR-H3,AAB33759.1,9MII_L,real
Snake Venom Metalloproteinase,Conformational,20.6,CDR-H3,P0C6R9.2,NP_001265043.1,real
Three-Finger Toxin,Broad-spectrum,305.4,Multiple epitopes,SYN_TOX_3FTx_52,SYN_MAB_134_H,synthetic
Disintegrin,Broad-spectrum,361.9,Multiple epitopes,SYN_TOX_DIS_62,SYN_MAB_109_H,synthetic
Disintegrin,Mixed,7.44,CDR-H3,AAB27210.1,NP_001265042.1,real
Snake Venom Metalloproteinase,Mixed,17.47,CDR-H3,Q2EI26.1,NP_000602.1,real
Snake Venom Serine Protease,Mixed,6.88,Multiple CDRs,E5L0E4.1,4V1D_A,real
Disintegrin,Specific,17.0,RGD Motif,SYN_TOX_DIS_153,SYN_MAB_147_H,synthetic
Snake Venom Serine Protease,Linear,4.97,CDR-H3,A8QL53.1,9CLP_L,real
Snake Venom Metalloproteinase,Linear,5.53,CDR-H3,U5PZ28.1,NP_001265042.1,real
Snake Venom Serine Protease,Mixed,3.22,CDR-H3,D8MIA1.1,6IOM_A,real
Snake Venom Metalloproteinase,Linear,7.67,Multiple CDRs,P14530.3,9CLP_H,real
Cysteine-Rich Secretory Protein,Linear,3.46,Multiple CDRs,XP_026568633.1,8SXP_H,real
Snake Venom Serine Protease,Linear,7.2,Multiple CDRs,Q6T5L0.2,4V1D_B,real
Phospholipase A2,Broad-spectrum,224.4,Multiple epitopes,SYN_TOX_PLA2_162,SYN_MAB_115_H,synthetic
Cysteine-Rich Secretory Protein,Conformational,4.45,CDR-H3,XP_070812678.1,9MIA_H,real
Snake Venom Serine Protease,Linear,3.48,Multiple CDRs,E0Y421.1,9MII_H,real
Cysteine-Rich Secretory Protein,Mixed,13.86,CDR-H3,KAG8124478.1,P13987.1,real
Phospholipase A2,Linear,20.98,CDR-H3,AAB33760.1,1CDR_A,real
Snake Venom Serine Protease,Linear,6.21,CDR-H3,A8QL56.1,NP_000602.1,real
Phospholipase A2,Conformational,2.83,CDR-H3,AAB36471.1,P13987.1,real
Snake Venom Serine Protease,Mixed,5.44,Multiple CDRs,O93421.2,9CLP_C,real
Snake Venom Metalloproteinase,Conformational,5.88,Multiple CDRs,P0DM97.1,4V1D_D,real
Snake Venom Metalloproteinase,Mixed,4.71,Multiple CDRs,P0DM89.1,4V1D_B,real
Snake Venom Metalloproteinase,Linear,8.31,CDR-H3,R4NNL0.1,4V1D_B,real
Cysteine-Rich Secretory Protein,Linear,28.78,CDR-H3,AAL54918.1,8SXP_H,real
Phospholipase A2,Conformational,38.91,Multiple CDRs,XCA51370.1,9CLP_L,real
Snake Venom Metalloproteinase,Linear,13.48,Multiple CDRs,P0DM97.1,9B7V_L,real
Kunitz-type Serine Protease Inhibitor,Conformational,12.38,CDR-H3,AEI52542.1,9CU5_D,real
Cysteine-Rich Secretory Protein,Conformational,1.72,CDR-H3,XP_058038736.1,4V1D_E,real
Snake Venom Metalloproteinase,Linear,2.37,Multiple CDRs,A3R0T9.1,6ION_A,real
Phospholipase A2,Broad-spectrum,477.8,Multiple epitopes,SYN_TOX_PLA2_36,SYN_MAB_139_H,synthetic
Cysteine-Rich Secretory Protein,Mixed,17.55,Multiple CDRs,AAL54918.1,4V1D_D,real
Snake Venom Metalloproteinase,Linear,3.41,CDR-H3,P82942.1,9CLP_H,real
Snake Venom Serine Protease,Linear,4.08,Multiple CDRs,D8MIA2.1,9CLP_C,real
Snake Venom Serine Protease,Mixed,5.61,Multiple CDRs,B5U6Y3.1,9CLP_H,real
Phospholipase A2,Linear,0.91,CDR-H3,AAB20783.1,8TO9_Z,real
Phospholipase A2,Conformational,2.78,CDR-H3,XCA51353.1,9CLP_L,real
Disintegrin,Mixed,2.92,Multiple CDRs,AAB30855.1,6IOM_A,real
Snake Venom Metalloproteinase,Mixed,10.97,Multiple CDRs,P0C6R9.2,6IOM_A,real
Snake Venom Serine Protease,Conformational,2.43,CDR-H3,B0ZT25.1,9MIB_H,real
Snake Venom Serine Protease,Linear,0.8,Multiple CDRs,B5U6Y3.1,4V1D_B,real
Snake Venom Metalloproteinase,Broad-spectrum,280.9,Multiple epitopes,SYN_TOX_SVMP_198,SYN_MAB_117_H,synthetic
Snake Venom Metalloproteinase,Linear,7.8,Multiple CDRs,Q698K8.3,Q9HCN6.4,real
Cysteine-Rich Secretory Protein,Linear,10.78,CDR-H3,KAG8124480.1,1CDR_A,real
Snake Venom Serine Protease,Conformational,6.86,CDR-H3,E5L0E4.1,6IOM_B,real
Snake Venom Serine Protease,Broad-spectrum,39.9,Multiple epitopes,SYN_TOX_SVSP_137,SYN_MAB_111_H,synthetic
Snake Venom Metalloproteinase,Conformational,31.34,CDR-H3,F8RKV9.1,9CLP_H,real
Cysteine-Rich Secretory Protein,Linear,5.76,CDR-H3,XP_026546646.1,8TO9_C,real
Snake Venom Metalloproteinase,Conformational,1.85,CDR-H3,C0HJU2.1,9CLP_H,real
Cysteine-Rich Secretory Protein,Mixed,9.97,CDR-H3,XP_032069584.1,Q9HCN6.4,real
Three-Finger Toxin,Broad-spectrum,175.9,Multiple epitopes,SYN_TOX_3FTx_178,SYN_MAB_115_H,synthetic
Cysteine-Rich Secretory Protein,Mixed,3.89,Multiple CDRs,CAP74089.1,4V1D_E,real
Snake Venom Metalloproteinase,Mixed,7.34,CDR-H3,O42138.1,6IOM_B,real
Snake Venom Metalloproteinase,Mixed,1.44,Multiple CDRs,R4NNL0.1,6IOM_A,real
Snake Venom Metalloproteinase,Linear,3.67,Multiple CDRs,A8QL49.1,8TO9_B,real
Cysteine-Rich Secretory Protein,Mixed,9.95,CDR-H3,XP_039190748.1,1CDQ_A,real
Cysteine-Rich Secretory Protein,Mixed,11.79,Multiple CDRs,6IMF_A,1CDQ_A,real
Snake Venom Metalloproteinase,Specific,7.3,Zinc Binding Site,SYN_TOX_SVMP_191,SYN_MAB_123_H,synthetic
Cysteine-Rich Secretory Protein,Linear,9.71,Multiple CDRs,XP_070588618.1,1CDQ_A,real
Snake Venom Metalloproteinase,Mixed,31.27,Multiple CDRs,P0DM97.1,9MIA_K,real
Snake Venom Serine Protease,Linear,6.9,CDR-H3,A0A1I9KNP0.1,NP_000602.1,real
Snake Venom Metalloproteinase,Mixed,14.66,CDR-H3,A8QL49.1,6ION_A,real
Snake Venom Serine Protease,Mixed,0.12,Multiple CDRs,NP_001310176.1,4V1D_B,real
Cysteine-Rich Secretory Protein,Conformational,5.61,Multiple CDRs,ATU85541.1,9CLP_H,real
Cysteine-Rich Secretory Protein,Mixed,2.95,Multiple CDRs,XP_039190751.1,8SXP_H,real
Snake Venom Serine Protease,Linear,7.07,CDR-H3,P84787.1,9CLP_C,real
Snake Venom Serine Protease,Linear,3.75,CDR-H3,E0Y418.1,6ION_A,real
Snake Venom Metalloproteinase,Mixed,16.68,Multiple CDRs,A2TK72.1,NP_001424713.1,real
Cysteine-Rich Secretory Protein,Mixed,3.7,CDR-H3,XP_013911763.1,4V1D_E,real
Snake Venom Metalloproteinase,Conformational,21.08,CDR-H3,F8RKW1.1,9CLP_L,real
Snake Venom Metalloproteinase,Conformational,4.29,Multiple CDRs,F8RKV9.1,9MIB_H,real
Snake Venom Metalloproteinase,Mixed,2.13,Multiple CDRs,P0DM97.1,8SXP_L,real
Snake Venom Serine Protease,Linear,9.94,CDR-H3,D8MIA1.1,9B7V_L,real
Snake Venom Serine Protease,Mixed,8.6,Multiple CDRs,E0Y419.1,1CDS_A,real
Snake Venom Serine Protease,Mixed,21.49,CDR-H3,Q9YGJ9.1,6IOM_A,real
Snake Venom Serine Protease,Specific,13.1,Substrate Binding Site,SYN_TOX_SVSP_144,SYN_MAB_14_H,synthetic
Cysteine-Rich Secretory Protein,Mixed,7.75,CDR-H3,XP_026568633.1,6IOM_A,real
Snake Venom Serine Protease,Linear,7.58,Multiple CDRs,Q5MCS0.1,6IOM_A,real
Cysteine-Rich Secretory Protein,Conformational,12.31,CDR-H3,6IMF_A,6IOM_B,real
Snake Venom Serine Protease,Broad-spectrum,267.3,Multiple epitopes,SYN_TOX_SVSP_151,SYN_MAB_61_H,synthetic
Snake Venom Serine Protease,Linear,5.72,Multiple CDRs,A8QL57.1,9MIB_K,real
Phospholipase A2,Linear,4.47,CDR-H3,XCA51370.1,9CLP_C,real
Snake Venom Metalloproteinase,Linear,8.9,CDR-H3,J3S829.1,NP_001424713.1,real
Cysteine-Rich Secretory Protein,Conformational,17.07,Multiple CDRs,XP_070812678.1,1CDQ_A,real
Snake Venom Serine Protease,Linear,4.14,Multiple CDRs,Q072L6.1,P13987.1,real
Cysteine-Rich Secretory Protein,Mixed,31.38,CDR-H3,XP_015678374.1,6IOM_B,real
Disintegrin,Mixed,9.86,CDR-H3,AAB27210.1,P00740.2,real
Cysteine-Rich Secretory Protein,Conformational,10.4,CDR-H3,BAP39923.1,4V1D_B,real
Disintegrin,Mixed,2.87,CDR-H3,AAB22477.1,NP_000602.1,real
Cysteine-Rich Secretory Protein,Mixed,30.9,CDR-H3,XP_039190751.1,8SXP_L,real
Cysteine-Rich Secretory Protein,Conformational,7.82,CDR-H3,XP_070812678.1,8SXP_L,real
Cysteine-Rich Secretory Protein,Mixed,6.2,Multiple CDRs,CAP74088.1,1CDQ_A,real
Phospholipase A2,Linear,14.5,Multiple CDRs,XCA51350.1,1CDQ_A,real
Snake Venom Serine Protease,Mixed,3.75,CDR-H3,A8QL56.1,4V1D_A,real
Snake Venom Serine Protease,Conformational,13.11,CDR-H3,A0A1I9KNP0.1,9MI0_N,real
Phospholipase A2,Broad-spectrum,254.2,Multiple epitopes,SYN_TOX_PLA2_64,SYN_MAB_120_H,synthetic
Snake Venom Serine Protease,Mixed,1.51,Multiple CDRs,Q072L6.1,P00740.2,real
Snake Venom Serine Protease,Conformational,23.46,CDR-H3,P0C5B4.2,NP_000602.1,real
Snake Venom Metalloproteinase,Linear,2.86,Multiple CDRs,Q5XUW8.1,9CU5_K,real
Snake Venom Metalloproteinase,Linear,3.14,Multiple CDRs,F8RKW1.1,6IOM_B,real
Cysteine-Rich Secretory Protein,Mixed,9.97,Multiple CDRs,CAP74088.1,8SXP_H,real
Snake Venom Serine Protease,Broad-spectrum,211.4,Multiple epitopes,SYN_TOX_SVSP_46,SYN_MAB_91_H,synthetic
Snake Venom Metalloproteinase,Linear,6.53,Multiple CDRs,O42138.1,4V1D_E,real
Snake Venom Serine Protease,Linear,54.56,CDR-H3,A8QL57.1,NP_000602.1,real
Phospholipase A2,Linear,9.91,Multiple CDRs,AAB20783.1,9CLP_H,real
Snake Venom Serine Protease,Mixed,54.14,CDR-H3,P81824.2,6IOM_A,real
Snake Venom Metalloproteinase,Conformational,21.97,CDR-H3,C0HJU2.1,Q9HCN6.4,real
Phospholipase A2,Conformational,34.73,Multiple CDRs,AAB28455.1,9CLP_L,real
Phospholipase A2,Specific,25.4,Calcium Binding Loop,SYN_TOX_PLA2_78,SYN_MAB_62_H,synthetic
Snake Venom Serine Protease,Mixed,47.6,CDR-H3,B0FXM1.1,9MIB_L,real
Snake Venom Serine Protease,Mixed,2.38,Multiple CDRs,Q8UUJ2.2,9MIB_P,real
Snake Venom Metalloproteinase,Linear,2.45,CDR-H3,P0DQT6.1,NP_001455.3,real
Snake Venom Serine Protease,Conformational,1.17,CDR-H3,P0DJF5.1,4V1D_D,real
Snake Venom Metalloproteinase,Mixed,11.61,Multiple CDRs,A2TK72.1,1CDQ_A,real
Cysteine-Rich Secretory Protein,Mixed,0.95,CDR-H3,XP_013911763.1,4V1D_D,real
Snake Venom Metalloproteinase,Conformational,18.61,Multiple CDRs,U3KRG1.1,NP_001265043.1,real
Cysteine-Rich Secretory Protein,Linear,3.57,Multiple CDRs,XP_015678374.1,9CLP_H,real
Snake Venom Metalloproteinase,Conformational,13.41,Multiple CDRs,P0DM89.1,9CLP_L,real
Cysteine-Rich Secretory Protein,Mixed,42.38,Multiple CDRs,KAG8124483.1,4V1D_B,real
Disintegrin,Linear,24.06,CDR-H3,P34182.1,4V1D_D,real
Phospholipase A2,Linear,6.04,Multiple CDRs,AAB24834.1,4V1D_E,real
Disintegrin,Conformational,1.16,Multiple CDRs,ABD34835.1,9MIB_K,real
Three-Finger Toxin,Broad-spectrum,278.0,Multiple epitopes,SYN_TOX_3FTx_10,SYN_MAB_98_H,synthetic
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,22.9,Multiple epitopes,SYN_TOX_KSPI_194,SYN_MAB_75_H,synthetic
Cysteine-Rich Secretory Protein,Conformational,1.77,Multiple CDRs,AAP20602.1,1CDQ_A,real
Phospholipase A2,Broad-spectrum,381.5,Multiple epitopes,SYN_TOX_PLA2_106,SYN_MAB_28_H,synthetic
Phospholipase A2,Conformational,90.43,CDR-H3,XCA51214.1,1CDS_A,real
Cysteine-Rich Secretory Protein,Conformational,19.97,CDR-H3,AAL54896.1,9CLP_L,real
Snake Venom Metalloproteinase,Linear,1.28,Multiple CDRs,F8RKW1.1,NP_001424713.1,real
Disintegrin,Linear,14.03,Multiple CDRs,AAB30855.1,P00740.2,real
Snake Venom Serine Protease,Linear,9.94,Multiple CDRs,NP_001310176.1,P13987.1,real
Three-Finger Toxin,Specific,12.3,Loop I,SYN_TOX_3FTx_178,SYN_MAB_64_H,synthetic
Snake Venom Serine Protease,Broad-spectrum,157.7,Multiple epitopes,SYN_TOX_SVSP_200,SYN_MAB_117_H,synthetic
Disintegrin,Linear,17.02,Multiple CDRs,ABD34835.1,9CLP_C,real
Cysteine-Rich Secretory Protein,Linear,6.08,Multiple CDRs,CAP74088.1,4V1D_D,real
Phospholipase A2,Linear,17.56,CDR-H3,XCA51214.1,4V1D_D,real
Snake Venom Serine Protease,Mixed,20.5,CDR-H3,D8MIA0.1,6IOM_B,real
Cysteine-Rich Secretory Protein,Linear,5.09,CDR-H3,XP_026568634.1,NP_000602.1,real
Cysteine-Rich Secretory Protein,Linear,47.4,CDR-H3,XP_032069584.1,1CDS_A,real
Cysteine-Rich Secretory Protein,Linear,10.68,CDR-H3,BAP39923.1,4V1D_A,real
Snake Venom Serine Protease,Mixed,5.47,Multiple CDRs,D8MIA2.1,4V1D_A,real
Snake Venom Metalloproteinase,Specific,4.8,Zinc Binding Site,SYN_TOX_SVMP_114,SYN_MAB_149_H,synthetic
Snake Venom Serine Protease,Conformational,9.89,CDR-H3,P85109.1,8SXP_H,real
Cysteine-Rich Secretory Protein,Mixed,1.72,CDR-H3,XP_039204466.1,4V1D_D,real
Snake Venom Metalloproteinase,Mixed,5.84,CDR-H3,Q9W7S2.1,NP_001265042.1,real
Phospholipase A2,Conformational,3.23,CDR-H3,XCA51249.1,8SXP_H,real
Disintegrin,Conformational,9.95,Multiple CDRs,AAB27210.1,4V1D_E,real
Snake Venom Metalloproteinase,Linear,2.51,CDR-H3,V5TBK6.1,6IOM_B,real
Cysteine-Rich Secretory Protein,Mixed,32.77,Multiple CDRs,BAP39957.1,4V1D_D,real
Kunitz-type Serine Protease Inhibitor,Specific,5.8,P1 Site,SYN_TOX_KSPI_173,SYN_MAB_73_H,synthetic
Snake Venom Metalloproteinase,Conformational,5.07,Multiple CDRs,P0DM87.1,4V1D_E,real
Snake Venom Metalloproteinase,Linear,3.68,CDR-H3,Q2EI26.1,4V1D_D,real
Snake Venom Metalloproteinase,Mixed,3.15,Multiple CDRs,Q2EI26.1,9CLP_L,real
Snake Venom Metalloproteinase,Conformational,9.91,CDR-H3,A2TK72.1,9CLP_C,real
Cysteine-Rich Secretory Protein,Broad-spectrum,257.5,Multiple epitopes,SYN_TOX_CRISP_168,SYN_MAB_55_H,synthetic
Snake Venom Serine Protease,Conformational,3.4,CDR-H3,A8QL53.1,P00740.2,real
Snake Venom Serine Protease,Conformational,25.09,CDR-H3,E5L0E6.1,8SXP_H,real
Snake Venom Serine Protease,Linear,35.67,Multiple CDRs,E0Y420.1,4V1D_B,real
Snake Venom Metalloproteinase,Broad-spectrum,390.0,Multiple epitopes,SYN_TOX_SVMP_170,SYN_MAB_111_H,synthetic
Snake Venom Metalloproteinase,Mixed,6.44,CDR-H3,Q90ZI3.1,6ION_A,real
Snake Venom Metalloproteinase,Conformational,43.51,Multiple CDRs,J3SBP9.1,4V1D_A,real
Cysteine-Rich Secretory Protein,Conformational,1.13,Multiple CDRs,AAP20602.1,9MIB_P,real
Snake Venom Metalloproteinase,Mixed,9.88,Multiple CDRs,C0HJU2.1,NP_001424713.1,real
Cysteine-Rich Secretory Protein,Linear,7.55,Multiple CDRs,XP_026546646.1,9MIA_N,real
Snake Venom Serine Protease,Linear,5.03,Multiple CDRs,P0DJ86.1,9CLP_H,real
Snake Venom Serine Protease,Linear,36.3,CDR-H3,A0A1I9KNP0.1,Q9HCN6.4,real
Snake Venom Metalloproteinase,Broad-spectrum,165.8,Multiple epitopes,SYN_TOX_SVMP_114,SYN_MAB_82_H,synthetic
Snake Venom Metalloproteinase,Linear,18.54,CDR-H3,O42138.1,9CLP_L,real
Snake Venom Serine Protease,Broad-spectrum,473.8,Multiple epitopes,SYN_TOX_SVSP_109,SYN_MAB_139_H,synthetic
Phospholipase A2,Mixed,7.91,Multiple CDRs,XCA51249.1,9MIA_P,real
Snake Venom Metalloproteinase,Specific,21.6,Substrate Recognition Site,SYN_TOX_SVMP_37,SYN_MAB_69_H,synthetic
Cysteine-Rich Secretory Protein,Linear,8.82,Multiple CDRs,XP_039185515.1,4V1D_B,real
Snake Venom Serine Protease,Conformational,1.84,CDR-H3,E0Y420.1,9CU6_E,real
Cysteine-Rich Secretory Protein,Linear,1.67,CDR-H3,XP_039204466.1,8SXP_H,real
Snake Venom Serine Protease,Conformational,8.79,CDR-H3,Q27J47.1,4V1D_E,real
Snake Venom Metalloproteinase,Conformational,4.51,CDR-H3,P0DM97.1,6IOM_A,real
Three-Finger Toxin,Specific,14.0,Loop I,SYN_TOX_3FTx_199,SYN_MAB_44_H,synthetic
Cysteine-Rich Secretory Protein,Conformational,11.03,Multiple CDRs,XP_039190748.1,6IOM_B,real
Snake Venom Serine Protease,Conformational,4.85,Multiple CDRs,P0DJF6.1,4V1D_B,real
Cysteine-Rich Secretory Protein,Mixed,1.33,CDR-H3,XP_026568633.1,NP_000602.1,real
Snake Venom Serine Protease,Conformational,4.47,CDR-H3,P0CJ41.1,9CLP_C,real
Snake Venom Metalloproteinase,Conformational,3.86,Multiple CDRs,C0HM67.1,6IOM_B,real
Snake Venom Metalloproteinase,Linear,6.84,Multiple CDRs,P0C6R9.2,NP_001455.3,real
Cysteine-Rich Secretory Protein,Mixed,3.12,CDR-H3,XP_070588618.1,8SXP_H,real
Cysteine-Rich Secretory Protein,Conformational,17.64,Multiple CDRs,KAG8124478.1,9CLP_C,real
Cysteine-Rich Secretory Protein,Mixed,30.74,Multiple CDRs,CAP74088.1,8SXP_L,real
Disintegrin,Linear,30.59,Multiple CDRs,AAB27210.1,4V1D_D,real
Snake Venom Serine Protease,Conformational,4.42,Multiple CDRs,P84787.1,1CDQ_A,real
Three-Finger Toxin,Broad-spectrum,83.2,Multiple epitopes,SYN_TOX_3FTx_59,SYN_MAB_81_H,synthetic
Snake Venom Serine Protease,Linear,6.31,CDR-H3,Q2PQJ3.1,4V1D_B,real
Snake Venom Serine Protease,Mixed,4.27,CDR-H3,P85109.1,1CDS_A,real
Cysteine-Rich Secretory Protein,Mixed,10.95,CDR-H3,XP_026546646.1,6ION_A,real
Cysteine-Rich Secretory Protein,Linear,24.3,CDR-H3,CAP74088.1,1CDS_A,real
Cysteine-Rich Secretory Protein,Conformational,5.62,CDR-H3,XP_034288380.1,8TO9_Z,real
Cysteine-Rich Secretory Protein,Mixed,47.86,CDR-H3,ATU85541.1,6IOM_A,real
Snake Venom Serine Protease,Linear,2.82,Multiple CDRs,C0HLA3.1,4V1D_D,real
Phospholipase A2,Conformational,19.2,Multiple CDRs,KAG5858194.1,Q9HCN6.4,real
Kunitz-type Serine Protease Inhibitor,Linear,4.32,CDR-H3,AEI52542.1,4V1D_B,real
Snake Venom Metalloproteinase,Mixed,2.73,CDR-H3,C0L2T8.1,NP_000602.1,real
Snake Venom Metalloproteinase,Mixed,6.82,CDR-H3,A2TK72.1,NP_001265043.1,real
Cysteine-Rich Secretory Protein,Linear,2.42,Multiple CDRs,AAP20603.1,9B7V_L,real
Snake Venom Serine Protease,Linear,4.97,CDR-H3,P85109.1,4V1D_A,real
Snake Venom Serine Protease,Linear,6.53,Multiple CDRs,B5U6Y3.1,1CDS_A,real
Snake Venom Metalloproteinase,Conformational,13.69,Multiple CDRs,P14530.3,9CU6_D,real
Snake Venom Serine Protease,Linear,4.78,Multiple CDRs,B0ZT25.1,8SXP_H,real
Phospholipase A2,Conformational,2.37,Multiple CDRs,XCA51265.1,9MIA_H,real
Snake Venom Serine Protease,Conformational,9.09,Multiple CDRs,E0Y419.1,NP_000602.1,real
Snake Venom Serine Protease,Mixed,2.77,Multiple CDRs,D8MIA2.1,8SXP_H,real
Snake Venom Serine Protease,Conformational,17.81,Multiple CDRs,A7LAC7.1,9CLP_H,real
Snake Venom Serine Protease,Mixed,5.17,Multiple CDRs,P81824.2,9B7R_L,real
Snake Venom Metalloproteinase,Linear,21.18,Multiple CDRs,P0DQT6.1,4V1D_D,real
Snake Venom Serine Protease,Linear,2.86,CDR-H3,A0A1I9KNP0.1,9MIA_H,real
Snake Venom Metalloproteinase,Conformational,19.76,Multiple CDRs,Q9W7S2.1,9CLP_L,real
Snake Venom Serine Protease,Conformational,14.21,Multiple CDRs,A8QL53.1,NP_000602.1,real
Cysteine-Rich Secretory Protein,Conformational,12.32,Multiple CDRs,XP_039190748.1,1CDR_A,real
Snake Venom Metalloproteinase,Conformational,2.99,Multiple CDRs,P0C7A9.1,NP_001455.3,real
Snake Venom Serine Protease,Conformational,6.32,Multiple CDRs,Q8UUJ2.2,P13987.1,real
Snake Venom Serine Protease,Conformational,8.63,CDR-H3,B0FXM2.1,1CDR_A,real
Cysteine-Rich Secretory Protein,Linear,6.43,Multiple CDRs,XP_026568636.1,6IOM_B,real
Snake Venom Serine Protease,Mixed,8.23,CDR-H3,P0DL27.1,4V1D_A,real
Snake Venom Serine Protease,Linear,7.58,Multiple CDRs,P0CG03.1,8SXP_L,real
Snake Venom Metalloproteinase,Mixed,14.06,Multiple CDRs,P0DL29.1,NP_001265042.1,real
Snake Venom Serine Protease,Mixed,64.5,Multiple CDRs,E5L0E6.1,9CLP_L,real
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,351.7,Multiple epitopes,SYN_TOX_KSPI_187,SYN_MAB_81_H,synthetic
Cysteine-Rich Secretory Protein,Linear,13.59,Multiple CDRs,XP_058038736.1,9CLP_L,real
Snake Venom Serine Protease,Conformational,183.43,CDR-H3,P0DJF5.1,9CLP_H,real
Phospholipase A2,Mixed,14.1,Multiple CDRs,AAB25792.1,6IOM_A,real
Snake Venom Serine Protease,Broad-spectrum,129.2,Multiple epitopes,SYN_TOX_SVSP_88,SYN_MAB_82_H,synthetic
Snake Venom Metalloproteinase,Conformational,7.4,CDR-H3,O57413.1,NP_000602.1,real
Snake Venom Serine Protease,Mixed,2.59,Multiple CDRs,E5L0E6.1,9MI0_L,real
Snake Venom Serine Protease,Specific,9.4,Substrate Binding Site,SYN_TOX_SVSP_123,SYN_MAB_103_H,synthetic
Cysteine-Rich Secretory Protein,Conformational,1.5,CDR-H3,XP_026568634.1,1CDR_A,real
Phospholipase A2,Mixed,7.34,CDR-H3,AAB28455.1,4V1D_A,real
Snake Venom Metalloproteinase,Conformational,20.2,CDR-H3,C0L2T8.1,8SXP_H,real
